id,config,restaurant,intent,faithfulness,relevancy,ctx_precision,ctx_recall,ragas_composite,extractiveness,answer_chars,answer_words,sentiment_dir_match,top_category_hit,rating_mention,intent_addressed,specificity,answer_preview
q045,llm_existing_chunks,Diners Pavilion,price,0.9950963407754898,0.6008913516998291,1.0,1.0,0.8793570923374754,0.40540540540540543,442,74,1,1,0,1,0.75,The ambience of the place is classy and good. Was a pleasant experience. They have scope to introduce more variety in the items. Otherwise it is an excellent dining place. The menu
q046,llm_existing_chunks,The Old Madras Baking Company,hygiene,0.8510439544916153,0.5973448753356934,1.0,1.0,0.844392336880428,0.5609756097560976,474,82,1,1,0,0,0.5,The Old Madras Baking Company. How posh does it sound and what a spectacular ambience. This place is a must try for breakfast lovers!  They have really amazing bread rolls and bake
q047,llm_existing_chunks,Beyond Flavours,ambience,0.994530975818634,0.6311959028244019,1.0,1.0,0.890113978565667,0.7586206896551724,154,29,0,1,0,1,0.5,"Its a very nice place, ambience is different, all the food we ordered was very tasty, service is also gud, worth visit as well. Really a must visit place."
q048,llm_existing_chunks,Hitech Bawarchi Food Zone,recommend,0.0,0.5640413761138916,0.0,0.0,0.004873351545132424,0.0,51,8,0,1,0,0,0.25,No retrieved reviews for Hitech Bawarchi Food Zone.
q049,llm_existing_chunks,Shree Santosh Dhaba Family Restaurant,quality,0.11342429866393407,0.7375732064247131,1.0,0.75,0.5004873724192443,0.8846153846153846,176,26,0,1,0,1,0.5,Food Quality Is worst. Literally vomitted all the food what I ate.....Too oily....we can’t eat...I don’t suggest this restaurant. Didnt expect this from santosh dhaba branches.
q050,llm_existing_chunks,Club Rogue,service,0.318697656194369,0.6555536985397339,1.0,0.75,0.6291614450197364,0.48936170212765956,239,47,1,1,0,1,0.75,"The staff are friendly and the best thing about Club rouge is the pricing, it is budget friendly for food and liquor. The club is a nice place to hangout with friends and have a la"
q001,llm_recursive_chunks,Desi Bytes,quality,0.9967717925707499,0.5636882781982422,1.0,0.25,0.6122005113285026,0.65625,162,32,0,1,0,1,0.5,"Pathetic quality of food! Waste of money and the chur chhur naan I ordered was a disaster. It was so so soggy and made up of such dough and had lumps, Horrible!!!"
q002,llm_recursive_chunks,eat.fit,service,0.9632977396249771,0.5604062080383301,1.0,0.75,0.7976845593467821,1.0,203,35,1,1,0,0,0.5,Excellent food. Everytime I order Just love the way they present their food and the freshness nd nutrition it has. Perfect food place for fitness freaksss. Keep up the same honest 
q003,llm_recursive_chunks,Mustang Terrace Lounge,price,0.9969975650310516,0.6842979192733765,1.0,1.0,0.9088345511991567,1.0,273,50,1,0,0,0,0.25,Yes... Mustang is a great lounge..just went in the late evening... Just want to kill some time there that all.. Used zomato gold.. They do accept it.. Well and they dont have Foste
q004,llm_recursive_chunks,Olive Garden,hygiene,0.9738059937953949,0.49831539392471313,1.0,1.0,0.8346303761989865,1.0,215,36,1,1,0,0,0.5,"Good food. Great service. Lovely ambience, especially the lighting. The staff is courteous too. Overall, a great experience. If you want a decent meal at a really affordable rate t"
q005,llm_recursive_chunks,Barista,ambience,0.0,0.3015359342098236,0.0,0.0,0.004167108118467506,0.0,32,5,0,0,0,0,0.0,No retrieved chunks for Barista.
q006,llm_recursive_chunks,McDonald's,recommend,0.42029768228530884,0.7235791087150574,1.0,1.0,0.7426099324056946,0.9130434782608695,273,46,1,1,0,0,0.5,"I recently visited McDonald’s and had a great experience! The staff were friendly and efficient, and the food was hot and fresh. I loved the convenience of ordering through the app"
q007,llm_recursive_chunks,Hyderabad Chefs,quality,0.9970536231994629,0.788233757019043,1.0,0.5,0.7917460176318939,0.6764705882352942,208,34,1,1,0,1,0.75,This place surprised me with its taste and quantity whenever I ordered from it.Great going..would love to place more orders from Hyderabad chefs 3rd sentence: The food quality at H
q008,llm_recursive_chunks,BOX8 - India's Largest Desi Meals Brand,service,0.9892887671788534,0.7787359952926636,1.0,1.0,0.9368678415660548,0.7906976744186046,251,44,0,1,0,0,0.25,customer reviews: BOX8 BOX8 - India's Largest Desi Meals Brand is one of my favorite places to order some DesI Foods whenever I crave some Delicious and Authentic Desi Food.. The f
q009,llm_recursive_chunks,Zega - Sheraton Hyderabad Hotel,price,0.9490552246570587,0.6992966532707214,1.0,1.0,0.9025852531378071,0.5,504,89,1,1,0,1,0.75,"Definitely worth many more visits i e - This luxurious restaurant is located in one of the most posh areas of Hyderabad. Situated on the 10th floor of Sheraton, the extravaganza st"
q010,llm_recursive_chunks,Mohammedia Shawarma,hygiene,0.930532842874527,0.6380169987678528,1.0,0.75,0.8168763164415029,1.0,240,39,0,1,0,1,0.5,Unprofessional and unhygienic. Shawarma fast food shops have sprang up in every nook and corner of the city but they typically have their setup on roads. Hygiene is never considere
q011,llm_recursive_chunks,Behrouz Biryani,ambience,0.0,0.3470265865325928,0.0,0.0,0.004316091937905575,0.0,40,6,0,0,0,0,0.0,No retrieved chunks for Behrouz Biryani.
q012,llm_recursive_chunks,Frozen Bottle,recommend,0.7707633078098297,0.47786518931388855,1.0,0.5,0.6550871911370036,0.2222222222222222,143,27,0,0,0,0,0.0,a waste of money 3rd class service by this Frozen Bottle Kharghar. safik idk if i had to pay extra gst for icecream milkshake and mango mastani
q013,llm_recursive_chunks,MOJO Pizza - 2X Toppings,quality,0.3250126043955485,0.7809268236160278,1.0,0.75,0.6605306154941728,0.5185185185185185,307,54,1,1,0,1,0.75,The pizza served here is average to taste. The toppings were in good quantity but the delivery takes time hence the crust of the pizza becomes little hard. Pizza lovers must try Mo
q014,llm_recursive_chunks,Dunkin' Donuts,service,0.6872953027486801,0.6534284353256226,1.0,0.75,0.7618170131497726,1.0,184,29,0,1,0,1,0.75,The food's horrible. The service is slow and impolite. The potato wedges are stale and almost uncooked. The chicken burger smelled awful. I expected better service from Dunkin' Don
q015,llm_recursive_chunks,Kritunga Restaurant,price,0.7010475844144821,0.5943911671638489,1.0,0.75,0.7476877700062023,0.7894736842105263,338,57,1,1,0,0,0.5,"ling, sub-par service, being in one of the prime locations. I have ordered food from Kritunga many times to my office and had visited this place once(Gachibowli). The ambience here"
q016,llm_recursive_chunks,Feast - Sheraton Hyderabad Hotel,hygiene,0.4803982228040695,0.506831169128418,1.0,0.75,0.6537045272502953,0.7647058823529411,269,51,0,1,0,0,0.25,"Service is so bad here, we had to beg for serving drinking water. The quality of food is ok and fish fry was stale. linen napkins on the table are not properly washed or might be u"
q017,llm_recursive_chunks,B-Dubs,ambience,0.9958448708057404,0.6757461428642273,1.0,1.0,0.9057197052799101,1.0,183,36,0,1,0,1,0.5,The ambience of this place is amazing. B dubs is the best place to be during any major sports seasons. The food is yum and the staff is very very nice. This place will not disappoi
q018,llm_recursive_chunks,Royal Spicy Restaurant,recommend,0.9808848798274994,0.3972111642360687,0.8,0.5,0.6283112985742518,0.8666666666666667,165,30,1,1,0,0,0.5,ade. The biryani was so good with nice quantity of fish 65. The curd was so creamy and good that i will surely order again from this restaurant....waste of money....
q019,llm_recursive_chunks,La La Land - Bar & Kitchen,quality,0.3982081487774849,0.6838738918304443,1.0,0.75,0.6722593598564922,0.5319148936170213,256,47,0,1,0,1,0.5,"The food's really below average. Although they've put a lot of items on their menu, all of them lack quality and flavour. The service is so so, should be an open area. Overall do v"
q020,llm_recursive_chunks,10 Downing Street,service,0.9597211331129074,0.6019483208656311,0.3333333333333333,1.0,0.6624387861160054,1.0,280,55,0,1,0,0,0.25,"A grand entry, decent ambience and average food. That just about sums it up for 10 Downing Street. Just as the name suggests, the place has a very British feel to it as far as the "
q021,llm_recursive_chunks,Asian Meal Box,price,0.8623818159103394,0.7871744632720947,1.0,0.5,0.7632822233191869,0.803921568627451,277,51,1,1,0,1,0.75,Meal box are value for money. The tossed noodles are soft and much healthier than fried and chicken quality is also good. The only con is that chicken is not spicy even after selec
q022,llm_recursive_chunks,KS Bakers,hygiene,0.9924003481864929,0.4824388027191162,1.0,1.0,0.8318256053590696,0.9803921568627451,279,51,1,1,0,0,0.5,"nts with their over priced items, KS Bakers does stand out. It offers good food at relatively low prices. The place is never too crowded, so one can always manage to find a seat on"
q023,llm_recursive_chunks,Aromas@11SIX,ambience,0.0,0.33059751987457275,0.0,0.0,0.004264075618460169,0.0,37,5,0,0,0,0,0.0,No retrieved chunks for Aromas@11SIX.
q024,llm_recursive_chunks,Karachi Bakery,recommend,0.618935207525889,0.8334160447120667,1.0,0.75,0.7886641088941589,0.6455696202531646,442,80,1,1,0,1,0.75,It's a good chain of bakery here in the city well they give quite decent quality and quantity of food but only issue while ordering with Karachi bakery is the cheese burst sandwich
q025,llm_recursive_chunks,Khaan Saab,quality,0.5704093426465988,0.818821370601654,1.0,1.0,0.8266924089366109,0.6388888888888888,188,36,1,1,0,1,0.75,The food quality is very good. The service is mediocre and it seems to no make justice to call itself a branch of khaan Saab. Even ambience seemed to be a cheap knockoff. Service w
q026,llm_recursive_chunks,The Tilt Bar Republic,service,0.874417319893837,0.25804603099823,0.8,1.0,0.6518181967466606,1.0,248,46,1,0,0,0,0.25,mooth as the breeze and i got so drenched till the closing. Erdinger beer matched my DNA and with amazing pizza and garlic bread spread with cheese ball must for Vegetarian's. Lamb
q027,llm_recursive_chunks,SKYHY,price,0.19109834730625153,0.5013431906700134,1.0,0.75,0.5177419186571833,0.8846153846153846,140,28,1,1,0,0,0.5,SKYHY is a good place to hang out with friends nice place & nice food & good staff entire the skyh friendlly thanks monaranj is vry GD guy..
q028,llm_recursive_chunks,Triptify,hygiene,0.0,0.22724607586860657,0.0,0.0,0.0038826129443838373,0.0,33,5,0,0,0,0,0.0,No retrieved chunks for Triptify.
q029,llm_recursive_chunks,Frio Bistro,ambience,0.9774026423692703,0.5932471752166748,1.0,0.5,0.7337866361165862,0.9803921568627451,280,51,1,1,0,1,0.75,Frio Bistro is a little quaint place tucked away somewhere in the crowded area of Gachibowli. The decor was very pretty and the place looked very cosy. We had non-veg pizza and chi
q030,llm_recursive_chunks,Karachi Cafe,recommend,0.2749787320693334,0.7231979370117188,1.0,0.75,0.62144741632437,1.0,247,45,1,0,0,0,0.25,"I had a really bad experience in Karachi cafe. I have visited this place with a lot of hope as the rating and the review are really good. Ordered only ginger tea, Irani tea, osmani"
q031,llm_recursive_chunks,NorFest - The Dhaba,quality,0.6490333825349808,0.616432785987854,1.0,1.0,0.7953132008711677,0.9777777777777777,253,45,1,1,0,0,0.5,Very good meal at a reasonable price. The quantity was perfect. Not a lot and not too less. I ordered the paneer combo and shikanji. Norfest dhaba has probably one of the best pack
q032,llm_recursive_chunks,Eat India Company,service,0.8432868123054504,0.4261922836303711,1.0,0.75,0.7205440538819475,1.0,192,35,1,1,0,0,0.5,"Sloppy and mindless. Food has fluctuating standards here, for a meal that cost almost 2k for 2 people without drinks one would expect at least some good to come out of the most bas"
q033,llm_recursive_chunks,Chinese Wok,price,0.8992979973554611,0.566993236541748,1.0,0.5,0.7105798324350706,0.9795918367346939,279,49,1,1,0,1,0.75,WOK was tasty. Noodles were soft and the sauces along with all the ingredients in combination were good. The only drawback is its price with respect to its quantity. I personally f
q034,llm_recursive_chunks,Zing's Northeast Kitchen,hygiene,0.8417127430438995,0.48595136404037476,1.0,1.0,0.7997222458178471,1.0,216,39,1,1,0,1,0.75,The food is toooooooooo good. The interior and the ambiance both are very cozy. Only the staffs could have been a little more attentive. The wash basin and toilet should have been 
q035,llm_recursive_chunks,Driven Cafe,ambience,0.5411162376403809,0.7477058172225952,1.0,1.0,0.7975452474927188,0.8444444444444444,239,45,1,1,0,1,0.75,"Ambience is quite good and this cafe is nearby to my office. I was disappointed with the food though. Certainly, dint reach to my expectations and the blue berry cheese cake that I"
q036,llm_recursive_chunks,The Indi Grill,recommend,0.9628186225891113,0.3258337676525116,1.0,0.75,0.6964668642104784,0.1,130,20,1,1,0,0,0.5,"i.e. good food, service, price, ambience, portion etc. ii. good service, good price, good ambience, good portion, good service iv."
q037,llm_recursive_chunks,Delhi-39,quality,0.07672665826976299,0.7508676052093506,1.0,0.25,0.34642754408775817,0.5555555555555556,190,36,0,1,0,1,0.5,Awful food.. no salt no spices.. Shame on a restaurant who has Delhi in it's name. With variety of dishes Delhi 39 is a value for money restaurant. Ambience is bit cozy but could b
q038,llm_recursive_chunks,The Chocolate Room,service,0.8807282249132792,0.482654869556427,1.0,1.0,0.80745746072836,1.0,158,25,1,1,0,1,0.75,Service is good but it’s unhygienic even though it doesn’t look like one. Chocizza and sandwich are worth trying here! It’s accessible to Gachibowli residents
q039,llm_recursive_chunks,Hyderabadi Daawat,price,0.9923343509435654,0.5961275100708008,1.0,1.0,0.8769994022259264,1.0,277,44,1,1,0,0,0.5,"I happen to visit Hyderabadi daawat with family.. 14 members.. after long time v gotto taste authentic Hyderabad nawabi food, sikandari raan, kababs, n soo on were js awesome. Good"
q040,llm_recursive_chunks,Udipi's Upahar,hygiene,0.33973701298236847,0.5259835720062256,1.0,0.75,0.6050539170976207,1.0,213,38,0,1,0,1,0.5,Not up to mark as per it’s brand name. Food is just like ordinary tiffin centre’s Need to improve and provide food really authentic of Udipi Ambiance is really awkward no cleanline
q041,llm_recursive_chunks,The Glass Onion,ambience,0.5966871306300163,0.7017186880111694,1.0,1.0,0.8044099399271706,1.0,221,40,1,1,0,1,0.75,Glass onion is without doubt one of the places to eat at. Not only is the food amazing but the ambience is superb too. Friendly staff and good service. Check out the page s.t.a.s.h
q042,llm_recursive_chunks,Cream Stone,recommend,0.9853091239929199,0.6397936344146729,1.0,0.75,0.8292174268157195,0.7575757575757576,182,33,1,1,0,1,0.75,If you are an ice-cream lover you might have already been here. Cream stone is one of the best places to get many variety flavoured ice creams at anytime. I would definatly recomme
q043,llm_recursive_chunks,Being Hungry,quality,0.10782353903050534,0.6016228199005127,1.0,0.5,0.4243771304819897,0.2413793103448276,175,29,1,1,0,1,0.75,"food quality was not good as expected. Food is nice as always. 3 sentence answer (mention food, service, price, ambience, portion etc. as relevant; do not quote single review)"
q044,llm_recursive_chunks,Tempteys,service,0.9564307332038879,0.49707162380218506,1.0,0.75,0.7727400815818055,0.20689655172413793,178,29,1,1,0,1,0.75,"good service and taste is Good 3-sentence answer (mention food, service, price, ambience, portion etc. as relevant; do not quote a single review): Good service and flavor is Good"
q045,llm_recursive_chunks,Diners Pavilion,price,0.9964842349290848,0.6829794645309448,1.0,1.0,0.9082795152418826,0.4482758620689655,534,87,1,1,0,1,0.75,"Good budget friendly.. in good location, great place to have team events. Service is friendly. Taste is good. Overall it was a nice experience having lunch at Diners pavilion. Even"
q046,llm_recursive_chunks,The Old Madras Baking Company,hygiene,0.9390695095062256,0.4569254517555237,1.0,1.0,0.8093488843669494,1.0,203,33,1,0,0,1,0.5,"mosquitoes, the tables were not cleaned promptly after the guests left. The same guy who was cleaning the tables brought us coffee bare hands, wish he’d wear gloves. Hope the admin"
q047,llm_recursive_chunks,Beyond Flavours,ambience,0.994530975818634,0.6311959028244019,1.0,1.0,0.890113978565667,0.7586206896551724,154,29,0,1,0,1,0.5,"Its a very nice place, ambience is different, all the food we ordered was very tasty, service is also gud, worth visit as well. Really a must visit place."
q048,llm_recursive_chunks,Hitech Bawarchi Food Zone,recommend,0.0,0.5361620187759399,0.0,0.0,0.004811982191760797,0.0,50,8,0,1,0,0,0.25,No retrieved chunks for Hitech Bawarchi Food Zone.
q049,llm_recursive_chunks,Shree Santosh Dhaba Family Restaurant,quality,0.11342429866393407,0.7375732064247131,1.0,0.75,0.5004873724192443,0.8846153846153846,176,26,0,1,0,1,0.5,Food Quality Is worst. Literally vomitted all the food what I ate.....Too oily....we can’t eat...I don’t suggest this restaurant. Didnt expect this from santosh dhaba branches.
q050,llm_recursive_chunks,Club Rogue,service,0.9535115361213684,0.6943401098251343,1.0,0.75,0.839440400842683,0.5416666666666666,270,48,0,1,0,1,0.5,"The staff are friendly and the best thing about Club rouge is the pricing, it is budget friendly for food and liquor. Idn’t make any nuisance there, and silently left the place. So"
q001,llm_rerank,Desi Bytes,quality,0.9967717925707499,0.5636882781982422,1.0,0.25,0.6122005113285026,0.65625,162,32,0,1,0,1,0.5,"Pathetic quality of food! Waste of money and the chur chhur naan I ordered was a disaster. It was so so soggy and made up of such dough and had lumps, Horrible!!!"
q002,llm_rerank,eat.fit,service,0.9941832423210144,0.4657042920589447,1.0,1.0,0.8248864500732389,1.0,196,36,1,1,0,0,0.5,"Great food came up with neatly packed and the delivery person was handled the package with care and delivered on time, thanks to Zomato to be a partner with this kind of great rest"
q003,llm_rerank,Mustang Terrace Lounge,price,0.9721567332744598,0.7485561966896057,1.0,1.0,0.9236132925117618,0.6265060240963856,462,84,1,1,0,0,0.5,Yes... Mustang is a great lounge..just went in the late evening... Just want to kill some time there that all.. Used zomato gold.. They do accept it.. Well and they dont have Foste
q004,llm_rerank,Olive Garden,hygiene,0.9709122776985168,0.4911651611328125,1.0,1.0,0.8310016513672669,0.7428571428571429,211,35,1,1,0,0,0.5,"Good food. Great service. Lovely ambience, especially the lighting. Staff is courteous too. Overall, a great experience. If you want a decent meal at a really affordable rate then "
q005,llm_rerank,Barista,ambience,0.0,0.3015359342098236,0.0,0.0,0.004167108118467506,0.0,32,5,0,0,0,0,0.0,No retrieved chunks for Barista.
q006,llm_rerank,McDonald's,recommend,0.7213743776082993,0.5466281175613403,1.0,1.0,0.7924341258211384,0.6181818181818182,335,56,1,1,0,1,0.75,"I would definitely recommend this outlet. This outlet - I recently visited McDonald's and had a great experience! The staff was friendly and efficient, and the food was hot and fre"
q007,llm_rerank,Hyderabad Chefs,quality,0.9970536231994629,0.788233757019043,1.0,0.5,0.7917460176318939,0.6764705882352942,208,34,1,1,0,1,0.75,This place surprised me with its taste and quantity whenever I ordered from it.Great going..would love to place more orders from Hyderabad chefs 3rd sentence: The food quality at H
q008,llm_rerank,BOX8 - India's Largest Desi Meals Brand,service,0.9293319880962372,0.41686147451400757,1.0,1.0,0.7889339795308025,0.04,171,25,0,1,0,1,0.5,"service, price, ambience, portion etc. as relevant; do not quote a single review; mention food, service, prices, ambience etc., as relevant (means relevant, portion, etc.)"
q009,llm_rerank,Zega - Sheraton Hyderabad Hotel,price,0.9978539496660233,0.6904267072677612,1.0,1.0,0.9110582407905875,0.7560975609756098,237,42,1,1,0,0,0.5,"Is Zega - Sheraton Hyderabad Hotel a good place to eat. The food is really good especially the sushi was amazing. Staffs are very friendly and courteous, especially Ms.Rubina who t"
q010,llm_rerank,Mohammedia Shawarma,hygiene,0.9716961681842804,0.6380169987678528,1.0,0.75,0.8257641053092211,1.0,240,39,0,1,0,1,0.5,Unprofessional and unhygienic. Shawarma fast food shops have sprang up in every nook and corner of the city but they typically have their setup on roads. Hygiene is never considere
q011,llm_rerank,Behrouz Biryani,ambience,0.0,0.3470265865325928,0.0,0.0,0.004316091937905575,0.0,40,6,0,0,0,0,0.0,No retrieved chunks for Behrouz Biryani.
q012,llm_rerank,Frozen Bottle,recommend,0.03116174228489399,0.2453916072845459,1.0,0.5,0.24866396842404756,0.03571428571428571,125,28,1,0,0,0,0.25,(i) I don't think it's a good place to eat.. (ii) It's not a place to go if you're looking for a nice place to have a drink..
q013,llm_rerank,MOJO Pizza - 2X Toppings,quality,0.9932652711868286,0.6636579036712646,1.0,0.75,0.8385282456421297,0.6206896551724138,170,29,1,1,0,1,0.75,"good,stuffing and topping is yummy and tasty You will get variety of Veg and Nonveg Pizzas,garlic bread here. 3rd sentence: Pizza lovers must try Mojo pizza taste is good"
q014,llm_rerank,Dunkin' Donuts,service,0.2913914769887924,0.6538513898849487,1.0,1.0,0.660676674349404,0.9,187,30,0,1,0,1,0.75,The food's horrible. The service is slow and impolite. The potato wedges are stale and almost uncooked. The chicken burger smelled awful. I expected better service from you Dunkin'
q015,llm_rerank,Kritunga Restaurant,price,0.44180169329047203,0.6475216746330261,1.0,1.0,0.7313418425070558,0.675,433,81,0,1,0,0,0.25,Very good ambience good food and very friendly staff comparing to all kritunga restaurants this is the best one which I found especially place thank you - A complete and absolute d
q016,llm_rerank,Feast - Sheraton Hyderabad Hotel,hygiene,0.2507200613617897,0.4731266498565674,1.0,1.0,0.5868696143897832,0.5357142857142857,158,29,1,1,0,0,0.5,Foods are good and staff are great. Its nice to start your day eating in here. Varsha is very helpful too. Surely I will recommend Feast - Sheraton Hyderabad.
q017,llm_rerank,B-Dubs,ambience,0.9958448708057404,0.6757461428642273,1.0,1.0,0.9057197052799101,1.0,183,36,0,1,0,1,0.5,The ambience of this place is amazing. B dubs is the best place to be during any major sports seasons. The food is yum and the staff is very very nice. This place will not disappoi
q018,llm_rerank,Royal Spicy Restaurant,recommend,0.9731351435184479,0.6038045883178711,1.0,0.5,0.7362238672777947,0.7380952380952381,256,43,0,1,0,0,0.25,I had ordered briyani combo in the midnight and it was extremely spicy and had stomach upset entire day.. please do not prefer this restaurant if you are not spice lover - very poo
q019,llm_rerank,La La Land - Bar & Kitchen,quality,0.13921450451016426,0.6582201719284058,1.0,1.0,0.5501915529394509,0.7083333333333334,396,72,1,1,0,1,0.75,"The food is really below average. Although they've put a lot of items on their menu, all of them lack quality and flavour. The service is not at all good. Nobody's even around you "
q020,llm_rerank,10 Downing Street,service,0.03912251419387758,0.6082896590232849,1.0,1.0,0.39276637238689055,1.0,245,49,0,1,0,0,0.25,"Average food. That just about sums it up for 10 Downing Street. Just as the name suggests, the place has a very British feel to it as far as the ambience goes. It's cost, warm and "
q021,llm_rerank,Asian Meal Box,price,0.8550087958574295,0.7871744632720947,1.0,0.5,0.7616455269898109,0.803921568627451,277,51,1,1,0,1,0.75,Meal box are value for money. The tossed noodles are soft and much healthier than fried and chicken quality is also good. The only con is that chicken is not spicy even after selec
q022,llm_rerank,KS Bakers,hygiene,0.9983440240224203,0.4743674397468567,1.0,1.0,0.8295618540841632,0.8918918918918919,196,37,0,0,0,0,0.0,"KS Bakers has a wide variety of baked pastries and burgers along with cakes too. Their space in Gachibowli is quite roomy yet simple. On the whole, a must visit if you want to rece"
q023,llm_rerank,Aromas@11SIX,ambience,0.0,0.33059751987457275,0.0,0.0,0.004264075618460169,0.0,37,5,0,0,0,0,0.0,No retrieved chunks for Aromas@11SIX.
q024,llm_rerank,Karachi Bakery,recommend,0.34387658536434174,0.6034520268440247,1.0,0.5,0.567549623706577,0.85,245,40,0,0,0,1,0.25,I would recommend Karachi Bakery for quick snacks and those sugar/chocolate cravings. Biscuits here are also famous. I prefer coconut biscuits and chocolate ones. I'm too busy munc
q025,llm_rerank,Khaan Saab,quality,0.830758199095726,0.7174210548400879,1.0,1.0,0.8786424641983347,0.8979591836734694,268,50,1,1,0,1,0.75,Very good and tasty food. Royalty can be experienced at Khaan Saab. Went there for New Year's Dinner with Family and the food we tried were yummy & lip smacking. Dhahi Ki Galouti w
q026,llm_rerank,The Tilt Bar Republic,service,0.4504687711596489,0.5114449858665466,1.0,1.0,0.6928128010376989,0.8431372549019608,264,51,1,1,0,1,0.75,The Tilt Bar Republic is a unique place amongst all the bars in Hyderabad. What sets it apart is both the beer and the service. Order the egg Manchuria without fail. The cooks are 
q027,llm_rerank,SKYHY,price,0.8801713585853577,0.5013431906700134,1.0,1.0,0.8150337411015925,0.8846153846153846,140,28,1,1,0,0,0.5,SKYHY is a good place to hang out with friends nice place & nice food & good staff entire the skyh friendlly thanks monaranj is vry GD guy..
q028,llm_rerank,Triptify,hygiene,0.0,0.22724607586860657,0.0,0.0,0.0038826129443838373,0.0,33,5,0,0,0,0,0.0,No retrieved chunks for Triptify.
q029,llm_rerank,Frio Bistro,ambience,0.7071144878864288,0.3611372411251068,1.0,0.5,0.5977684700163468,0.96875,172,32,1,0,0,0,0.25,Very pretty and the place looked very cosy. We had non-veg pizza and chicken wings for starters. Both were equally good. The highlight of our meal was pork ribs which was s
q030,llm_rerank,Karachi Cafe,recommend,0.8668210109074911,0.6093488335609436,1.0,1.0,0.8525087661662527,1.0,280,51,0,1,0,0,0.25,"A cafe by the legendary Karachi Bakery,it lives upto the name. The ambience literally transports you to old times with posters from old brands and smallest of details taken care of"
q031,llm_rerank,NorFest - The Dhaba,quality,0.2413452686741948,0.6143327951431274,1.0,1.0,0.6205269133220132,0.98,277,50,1,1,0,0,0.5,Very good meal at a reasonable price. The quantity was perfect. Not a lot and not too less. I ordered the paneer combo and shikanji. Norfest dhaba has probably one of the best pack
q032,llm_rerank,Eat India Company,service,0.6887582242488861,0.7225662469863892,1.0,1.0,0.8399165079307598,0.7536231884057971,380,69,0,1,0,1,0.5,"Slow service, oily food. Water dripping from AC vents on tables and food items. Really bad experience. I have been to Eat India Company twice. To Sum up my experience, I found the "
q033,llm_rerank,Chinese Wok,price,0.9433273275693258,0.5470136404037476,1.0,0.75,0.788733811933929,0.9298245614035088,283,57,1,1,0,0,0.5,"Chinese Wok is one of the good Chinese place but on Sunday when there was rush in the mall, they served the food quality very low. They make me waited for more than 30 min and stil"
q034,llm_rerank,Zing's Northeast Kitchen,hygiene,0.23802601732313633,0.5926308035850525,1.0,1.0,0.612847138791549,0.5735294117647058,387,69,0,1,0,1,0.5,"We had a mixed experience here. When you enter this place, you will definitely feel a bad smell inside that was really disgusting. We ordered Chicken lollipop, Smoked P - The food "
q035,llm_rerank,Driven Cafe,ambience,0.8706000447273254,0.6187591552734375,1.0,1.0,0.8567124549563485,0.9487179487179487,191,39,0,0,0,0,0.0,"The theme cafe has a number of exotic cars and bikes that one can choose from to rent. The wide range of beverages and the quirky bites that Driven cafe has to offer, make it a mus"
q036,llm_rerank,The Indi Grill,recommend,0.9167904406785965,0.7122560739517212,1.0,1.0,0.8989314179798809,0.29411764705882354,267,51,1,1,0,0,0.5,The Indi Grill is a good place to eat. The food is good and the service is good. The atmosphere and service is very good. It was a great experience. Raza Ikrabul and Ritam served u
q037,llm_rerank,Delhi-39,quality,0.05412393528968096,0.7185917496681213,1.0,0.25,0.3140168121288371,0.5428571428571428,178,36,1,1,0,1,0.75,Awful food.. no salt no spices.. Shame on a restaurant who has Delhi in it's name. - Very bad quality of food. The nans and rotis were like papad and the curry was also not good.
q038,llm_rerank,The Chocolate Room,service,0.6082732677459717,0.482654869556427,1.0,1.0,0.7360949795721135,1.0,158,25,1,1,0,1,0.75,Service is good but it’s unhygienic even though it doesn’t look like one. Chocizza and sandwich are worth trying here! It’s accessible to Gachibowli residents
q039,llm_rerank,Hyderabadi Daawat,price,0.9803075393040975,0.5214529037475586,1.0,1.0,0.8455598600977465,1.0,275,45,1,1,0,0,0.5,It's always good to see restaurants which focus on Hyderabadi cuisine since it's so diverse and encompasses a lot of different varieties within it. Hyderabadi Daawat does justice t
q040,llm_rerank,Udipi's Upahar,hygiene,0.9051482081413269,0.5259835720062256,1.0,0.75,0.7730156471623757,1.0,213,38,0,1,0,1,0.5,Not up to mark as per it’s brand name. Food is just like ordinary tiffin centre’s Need to improve and provide food really authentic of Udipi Ambiance is really awkward no cleanline
q041,llm_rerank,The Glass Onion,ambience,0.9550570100545883,0.6717544794082642,1.0,1.0,0.8949730688922405,0.9285714285714286,239,42,1,1,0,1,0.75,Glass onion is without doubt one of the places to eat at. Not only is the food amazing but the ambience is superb too. Friendly staff and good service. Check out the page s.t.a.s.h
q042,llm_rerank,Cream Stone,recommend,0.9868975579738617,0.7172988653182983,1.0,0.75,0.8536077911731388,0.6046511627906976,463,86,1,1,0,1,0.75,"Cream stone is always best but even when the cake that we require is completed they are still showing the cake on online delivery,it can be changed so that customers don't face any"
q043,llm_rerank,Being Hungry,quality,0.10782353903050534,0.6016228199005127,1.0,0.5,0.4243771304819897,0.2413793103448276,175,29,1,1,0,1,0.75,"food quality was not good as expected. Food is nice as always. 3 sentence answer (mention food, service, price, ambience, portion etc. as relevant; do not quote single review)"
